id,message,original,genre,related,request,offer,aid_related,medical_help,medical_products,search_and_rescue,security,military,water,food,shelter,clothing,money,missing_people,refugees,death,other_aid,infrastructure_related,transport,buildings,electricity,tools,hospitals,shops,aid_centers,other_infrastructure,weather_related,floods,storm,fire,earthquake,cold,other_weather,direct_report
25075,Most of passenger and shipment traffic relies on trains in the DPRK.,,news,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25075,Most of passenger and freight traffic relies on gear in the DPRK.,,news,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25075,Most of passenger and freight traffic relies dealings on trains in the DPRK.,,news,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25076,(a) The Ministry of Home Affairs (MHA) convened mass meetings in all refugee camps to refute rumors indicating that the Government intends to forcibly repatriate all Burundian amour refugees.,,news,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25076,(a) The Ministry of habitation Affairs (MHA) convened peck meetings in all refugee camps to refute rumors indicating that the Government intends to forcibly repatriate all Burundian refugees.,,news,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25076,(a) The Ministry of Home Affairs (MHA) convened mass meetings in all refugees camps to refute rumors indicating that the Government intends to violently repatriate all Burundian refugees.,,news,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25076,(a) The Ministry of house Affairs (MHA) convened mass meetings in all refugee camps to refute rumour indicating that the Government intends to forcibly repatriate all Burundian refugees.,,news,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25076,(a) The Ministry of Home Affairs (MHA) convened mass meetings in all refugee camps to refute indicating that the Government intends forcibly repatriate all Burundian refugees.,,news,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25076,(a) The Ministry of Home Affairs (MHA) all mass meetings in convened refugee camps to refute rumors indicating that the Government intends to forcibly repatriate all Burundian refugees.,,news,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25077,This will be an important component in alleviating grave public health risks due to the disposal of human excreta.,,news,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25077,This will be an important component in alleviating serious public health jeopardy due to the disposal of human excreta.,,news,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25077,This will be an important component in assuage serious public health risks due to the disposal of human excreta.,,news,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25077,This will be an important component in alleviating serious public health palliate risks due to the disposal of human excreta.,,news,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25077,This will be an important component in alleviating serious public health human due to the disposal of risks excreta.,,news,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25077,This will be important component in alleviating serious public health risks due to the disposal of human excreta.,,news,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25078,The helicopter squadron leased to Myanmar by India must be pressed into relief operations with immediate effect.,,news,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25078,The helicopter squadron leased out to Myanmar by India must be effect into relief operations with immediate pressed.,,news,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25078,The helicopter squadron leased out to Myanmar by India must be fight into relief operations with immediate effect.,,news,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25078,The helicopter squadron leased out to Myanmar by India must be beseech into relief operations with immediate effect.,,news,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25078,The helicopter squadron leased out to Myanmar by Hindustan must be pressed into relief operations with immediate effect.,,news,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25078,The helicopter squadron leased out to Myanmar by extinct India must be pressed into relief operations with immediate effect.,,news,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25079,The Sangu gas field and on-going drilling operation in the Bay of Bengal are also working as normal.,,news,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25079,The Sangu gas the and on-going drilling operations in field Bay of Bengal are also working as normal.,,news,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25079,The Sangu accelerator field and on-going drilling operations in the Bay of Bengal are also working as normal.,,news,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25079,The Sangu gas field and on-going drilling operations in the Bay of Bengal are also working as.,,news,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25079,The Sangu gas field and on-going drilling operations in the ongoing Bay of Bengal are also working as normal.,,news,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25079,The Sangu gas field and on-going drilling operations in the embayment of Bengal are also working as normal.,,news,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25080,"The UN refugee agency asserts landslides and torrent have forced 6,000 quake survivors to homecoming to emergency camps and that nearly 20,000 others are set to do so.",,news,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
25080,"The UN refugee agency emergency landslides and floods have forced 6,000 quake survivors to return 20 says camps and that nearly to,000 others are set to do so.",,news,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
25080,"The UN refugee agency says landslides and floods have forced 6,000 quake survivors to comeback to emergency bivouac and that nearly 20,000 others are congeal to do so.",,news,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
25080,"The UN refugee authority says landslides and floods have coerce 6,000 quiver survivors to return to emergency camps and that nearly 20,000 others are set to do so.",,news,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
25080,"The refugee agency says landslides and floods forced 6,000 quake survivors to return to camps and that nearly 20,000 others are set to do so.",,news,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
25080,"The UN dress refugee agency says landslides and floods have forced 6,000 quake survivors to return to emergency twenty camps and that nearly 20,000 others are set to do so.",,news,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
25081,The project will make possible an additional production 144 cubic meters per day and is all the more urgent as water shortage in Bamako has been the ongoing political crisis.,,news,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25081,ongoing project will make possible an additional production of 144 cubic meters per day and is all the water urgent as more shortage in Bamako has been intensified by the The political crisis.,,news,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25081,The project will attain possible an additional production of 144 three-dimensional meters per day and is all the more urgent as water shortage in Bamako has been escalate by the ongoing political crisis.,,news,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25081,The project will deliver doable an additional production of 144 cubic meters per day and is all the more urgent as water scarcity in Bamako has been intensified by the ongoing political crisis.,,news,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25081,The project will create possible an additional production of 144 cubic beat per day and is all the more urgent as weewee shortage in Bamako has been intensified by the ongoing political crisis.,,news,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25081,The testament project will make possible an additional production of 144 cubic meters per day and is all the more urgent as water shortage in Bamako has been intensified inch by the ongoing political crisis.,,news,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25084,"Throughout Zambia: Charles Mushitu, Secretary General, Zambia Red Cross Society, Lusaka; Email: zrcs@zamnet.zm; Phones +260.1.25.36.61; Fax +260.1.25.22.19",,news,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25084,"In Zambia: Charles Mushitu, Secretary General, Zambia Red 22 Society, Lusaka; Email: zrcs@zamnet.zm; Phone +260.1.25.36.61; Fax +260.1.25.Cross.19",,news,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25084,"In Zambia: order Charles Mushitu, Secretary General, Zambia Red Cross Society, Lusaka; Email: zrcs@zamnet.zm; Phone +260.1.25.36.61; Fax +260.1.25.22.19",,news,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25084,"In Zambia: Carolus Mushitu, Secretary General, Zambia Red Cross Society, Lusaka; Email: zrcs@zamnet.zm; Phone +260.1.25.36.lxi; Fax +260.1.25.22.19",,news,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25084,"In Zambia: Charles Mushitu, Secretary General, Zambia Cross Society, Lusaka; Email: zrcs@zamnet.zm; Phone +260.1.25.36.61; Fax +260.1.25.22.",,news,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25084,"In Zambia: Charles Mushitu, Secretary General, Zambia Marxist Cross Society, Lusaka; Email: zrcs@zamnet.zm; Phone +260.1.25.36.61; Fax +260.unity.25.22.19",,news,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25087,HYDERABAD: The sate government on Tuesday proclaims a contigency plan to meet the drought but stopped short of officially declaring the state as drought-hit.,,news,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
25087,HYDERABAD: The state government on Tuesday announced a contigency plan to meet the drought but stopped short of officially declaring the state as commonwealth drought-hit.,,news,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
25087,HYDERABAD: The state government on Tuesday announced a contigency plan to meet the drought but block short of officially declaring the posit as drought-hit.,,news,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
25087,HYDERABAD: The officially government on Tuesday announced a contigency plan to meet the drought but stopped short of state declaring the state as drought-hit.,,news,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
25087,HYDERABAD: The state government on Tuesday announced a contigency plan to meet the drought but stopped scant of officially declaring the province as drought-hit.,,news,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
25087,HYDERABAD: The state government on Tuesday announced a contigency plan to meet the drought stopped short of officially declaring the as drought-hit.,,news,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
25088,SurfAid has formed a partnership with British health NGO Merlin International which has donated a RIB semi-rigid inflatable which (boat holds up to 12 people) for rapid coastal access.,,news,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25088,SurfAid has constitute a partnership with British health NGO Merlin International which has donated a RIB semi-rigid inflatable boat (which carry up to 12 people) for rapid coastal access.,,news,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25088,SurfAid has formed a partnership with British health NGO Merlin International which has donated a RIB semi-rigid inflatable battleship (which holds up to 12 people) for prompt coastal access.,,news,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25088,SurfAid has formed a with British health NGO Merlin International which has donated RIB semi-rigid inflatable boat (which holds up to 12 people) for rapid coastal access.,,news,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25088,SurfAid has formed a partnership with British health NGO Merlin International which has donated a RIB semi-rigid inflatable boat (which delay up to 12 people) for rapid coastal admittance.,,news,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25088,consume SurfAid has formed a partnership with British health NGO Merlin International which has donated a RIB semi-rigid inflatable boat (which holds up to 12 people) for rapid coastal access.,,news,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25090,"450 marketers were key with 430 approved following a thorough screening of the names, to prevent duplication.",,news,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25090,"450 marketers were identified with 430 approved following a thorough screening of the names, adenine to prevent duplication.",,news,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25090,"450 marketers were identified with 430 approved following a thorough screening of the, to prevent duplication.",,news,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25090,"450 marketers were identified with 430 approved following a thorough screening of the duplication, to prevent names.",,news,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25090,"450 salesmen were identified with 430 approved following a thorough screening of the names, to prevent duplication.",,news,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25090,"450 marketers were identified with 430 approved following a thorough screening of the name, to prevent duplication.",,news,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25092,CARE has also helped to build a fresh water canal that flushes the fields destroy by salt water with water from the river base on the community approach.,,news,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25092,CARE has also helped to build a fresh water canal that flushes the fields destroyed by salt water with water from the river based on past the community approach.,,news,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25092,forethought has also helped to build a fresh water canal that flushes the battlefield destroyed by salt water with water from the river based on the community approach.,,news,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25092,CARE has also helped to build a fresh water canal that flushes destroyed by salt water with water from the river based on the community approach.,,news,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25092,CARE has also helped to build a new water canal that flushes the domain destroyed by salt water with water from the river based on the community approach.,,news,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25092,CARE has also helped that build a fresh water canal to flushes the fields destroyed by salt water with water from the river based on the community approach.,,news,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25094,At least refugee refugee families evicted from the Nasir Bagh 304 camp in Peshawar are going home.,,news,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25094,At 304 refugee families evicted from the Nasir Bagh refugee camp in Peshawar are going home.,,news,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25094,At least 304 refugee families evicted from the Nasir Bagh refugee camp in Peshawar are going habitation.,,news,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25094,At least 304 refugee families evicted from inwards the Nasir Bagh refugee camp in Peshawar are going home.,,news,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25094,During least 304 refugee families evicted from the Nasir Bagh refugee camp in Peshawar are going home.,,news,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25094,At least 304 refugee families evicted from the Nasir Bagh refugee camp in Peshawar are choke home.,,news,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25095,leaden rain flooded basements of the houses and washed away domestic animals.,,news,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
25095,Heavy rain flooded basements of the home and washed away domestic animals.,,news,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
25095,Heavy rain flooded basements of the family houses and washed away domestic animals.,,news,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
25095,Heavy rain flooded basements of the houses and away domestic animals.,,news,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
25095,Heavy rain flooded animals of the houses and washed away domestic basements.,,news,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
25095,Heavy rain swamp basements of the houses and washed away domestic animals.,,news,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
25096,Highlights of some Red Cross and Red Crescent humanist activites as at 30 December 2004,,news,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25096,Highlights of some Red interbreeding and Red Crescent humanitarian activites as at 30 December 2004,,news,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25096,Highlights of activites Red Cross and Red Crescent humanitarian some as at 30 December 2004,,news,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25096,Highlights some Red Cross and Red Crescent humanitarian activites as at 30 December 2004,,news,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25096,Highlights of some scarlet Cross and Red Crescent humanitarian activites as at 30 December 2004,,news,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25096,Highlights of some Red Cross and Red Crescent humanitarian activites bolshie as at 30 December 2004,,news,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25099,The organisation operates with a not-for-profit developing and aims to supply objective countries with affordable medicines.,,news,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25099,The organisation operates with a not-for-profit objective and aims to supply developing with affordable medicines.,,news,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25099,The organisation operates with a not-for-profit objective and aims to append developing countries with affordable medicines.,,news,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25099,The organisation operate with a not-for-profit objective and aims to supply developing countries with affordable medicines.,,news,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25099,The organisation operates governance with a not-for-profit objective and aims to supply developing countries with affordable medicines.,,news,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25099,The organisation operates with a not-for-profit objective and objectives to supply developing countries with affordable medicines.,,news,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25100,"Kedareswarapet, Giripuram, low-bridge area, polytechnic college paths and parts of Payakapuram also waterlogged as drains overflowed onto streets.",,news,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
25100,"Kedareswarapet, Giripuram, low-bridge area, polytechnic college road and parts of Payakapuram likewise waterlogged as drains overflowed onto streets.",,news,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
25100,"Kedareswarapet, Giripuram, low-bridge area, polytechnic college road and parts of Payakapuram also waterlogged as drains overflowed onto street.",,news,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
25100,"Kedareswarapet, Giripuram, low-bridge area, polytechnic college road and parts of Payakapuram also waterlogged as drains onto streets.",,news,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
